"CODINST";"NOMBREINSTITUCION";"CODIGOMUNICIPIO";"NOMBREMUNICIPIO";"DEPARTAMENTO";"CALENDARIO";"NATURALEZA";"JORNADA";"PROMEDIOMATEMATICA";"PROMEDIOQUIMICA";"PROMEDIOFISICA";"PROMEDIOBIOLOGIA";"PROMEDIOFILOSOFIA";"PROMEDIOINGLES";"PROMEDIOLENGUAJE";"PROMEDIOSOCIALES";"DESVIACIONMATEMATICA";"DESVIACIONQUIMICA";"DESVIACIONFISICA";"DESVIACIONBIOLOGIA";"DESVIACIONFILOSOFIA";"DESVIACIONINGLES";"DESVIACIONLENGUAJE";"DESVIACIONSOCIALES";"EVALUADOS";"PERIODO"
1552;"LICEO DEPARTAMENTAL GABRIEL CORREA VELEZ";5142;"CARACOLI";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";42,98;42,05;41,81;42,73;38,37;39,05;45,25;42,05;8,91;4,74;6,42;5,82;8,46;4,83;4,89;7,18;59;20122
1578;"LICEO JUAN PABLO GOMEZ OCHOA";5145;"CARAMANTA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";42,86;42,95;42,89;42,32;40,76;39,86;46,81;43,76;8,7;4,22;5,09;6,63;7,42;4,73;5,44;9,49;37;20122
1586;"INSTITUCION EDUCATIVA FRAY JULIO TOBON B.";5148;"CARMEN DE VIBORAL";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";49,16;47,94;44,18;47,21;42,79;47,62;49,32;47,42;12,1;6,44;7,87;8,06;7,51;11,05;6,3;7,72;164;20122
1594;"INSTITUCION EDUCATIVA PRESBITERO JULIO TAMAYO";5150;"CAROLINA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";48,49;45,19;43,97;47,73;40,81;41,84;47,46;45,59;11,21;5,59;6,91;6,7;8,85;5,12;7,51;8,17;37;20122
1602;"INSTITUCION EDUCATIVA LICEO CAUCASIA";5154;"CAUCASIA";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";47,78;47,13;44,43;46,3;43,57;41,52;46,99;45,75;11,24;6,66;8,04;7,48;8,08;6,09;5,99;7,94;243;20122
1610;"INSTITUCION EDUCATIVA CISNEROS";5190;"CISNEROS";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";42,79;43,59;41,36;41,7;38,09;40,64;43,86;40,67;10,11;5,18;6,11;7,14;8,36;6,62;6,86;8,18;107;20122
1628;"INSTITUCION EDUCATIVA LOS ANDES";5172;"CHIGORODO";"ANTIOQUIA";"A";"OFICIAL";"TARDE";47,05;43,93;43,84;44,14;39,66;41,8;46,45;43,45;9,74;4,99;6,05;7,13;7,76;6,84;6,94;9,04;92;20122
1644;"LICEO COCORNA";5197;"COCORNA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";48,46;48,63;46,54;45,72;42,52;47,11;48,31;44,94;11,16;6,15;7,43;7,69;6,74;6,35;6,04;8,12;65;20122
1651;"INSTITUCION EDUCATIVA PRESBITERO LIBARDO AGUIRRE";5206;"CONCEPCION";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";45,11;42,04;43,96;43,96;39,71;42,11;45,71;43,57;8,24;4,09;5;6,3;8,32;6,53;5;7,48;28;20122
1669;"LICEO DE JESUS";5209;"CONCORDIA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";45,27;43,58;44,52;44,39;37,79;42,31;45,93;42,31;8,44;5,32;6,43;7,93;8,47;10,39;5,99;8,26;67;20122
1677;"INSTITUCION EDUCATIVA PRESBITERO BERNARDO MONTOYA GIRALDO";5212;"COPACABANA";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";46,55;46,06;45,75;46,11;40;43,9;47,34;45,12;9,94;5,62;6,15;6,5;7,76;9,99;6,02;7,74;151;20122
1685;"INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA";5212;"COPACABANA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";54,31;53,86;48,89;50,92;50,07;57,24;54,99;53,74;11,68;6,29;8,04;7,62;8,57;10,85;6,6;8,74;101;20122
1693;"COLEGIO COOPERATIVO JUAN DEL CORRAL";5212;"COPACABANA";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";47,1;47,94;46,84;48,52;41,72;52,94;50,62;46,16;8,5;4,59;4,89;6,17;9,13;10,21;7,14;8,18;50;20122
1701;"INSTITUCION EDUCATIVA SAN LUIS GONZAGA";5212;"COPACABANA";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";52,68;48,23;47,68;47,8;43,64;47,71;49,68;46,99;11,72;5,87;8,08;7,03;7,85;8,91;5,97;8,14;94;20122
1727;"LICEO JUAN H WHITE";5234;"DABEIBA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";46,41;43,79;41,79;45,13;39,41;40,07;44,64;43,81;9,64;5,46;6,86;5,19;9,23;6,4;6,01;8,35;75;20122
1735;"INSTITUCION EDUCATIVA DON MATIAS";5237;"DON MATIAS";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";45,05;44,79;44,34;45,63;42,75;44,61;47,15;44,1;9,87;4,79;6,83;6,14;6,97;7,93;6,07;8,14;155;20122
1743;"INSTITUCION EDUCATIVA URBANA SAN JOSE";5240;"EBEJICO";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";47,32;46,85;42,24;46,71;41,94;43,56;47,38;47,65;9,17;4,66;8,03;7,06;8,36;6,31;5,61;7,91;34;20122
1768;"INSTITUCION EDUCATIVA ENTRERRIOS";5264;"ENTRERRIOS";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";47,64;45,41;44,06;47,49;43,49;47,14;49,56;48,54;12,1;6,05;7,03;7,31;8,74;7,53;5,53;8,56;70;20122
1776;"COLEGIO BENEDICTINO DE SANTA MARIA";5266;"ENVIGADO";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";65,71;54,8;55,2;55;48,24;72,53;56,33;55,51;12,45;5,64;8,97;9,03;8,94;12,03;6,81;8,51;55;20122
1784;"COLEGIO COLOMBO BRITANICO";5266;"ENVIGADO";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";66,05;54,71;58,1;55,43;48,55;76,91;56,01;55,27;12,4;7,28;10,46;7,35;8,47;9,75;6,2;8,18;104;20122
1792;"COLEGIO DE LA PRESENTACION";5266;"ENVIGADO";"ANTIOQUIA";"A";"NO OFICIAL";"MAÑANA";55,45;50,48;48,3;51,1;46,9;55,73;54,28;52,18;11,71;6,09;7,3;8,23;8,17;12,59;6,87;8,63;105;20122
1818;"COLEGIO LA SALLE";5266;"ENVIGADO";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";57,53;52,83;51,33;53,87;48,63;61,72;53,74;53,89;11,81;6,28;7,58;7,13;7,28;14,17;6,7;10,52;120;20122
1826;"UNIDAD EDUCATIVA SAN MARCOS UNESAM";5266;"ENVIGADO";"ANTIOQUIA";"A";"NO OFICIAL";"MAÑANA";63,62;52,78;50,52;52,83;47,69;58,77;55,37;54,23;11,35;6,23;7,09;7,55;7,74;12,29;6,05;7,21;127;20122
1834;"COLEGIO TERESIANO";5266;"ENVIGADO";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";55,17;51,77;48,19;53,04;48,54;66,59;54,45;53,09;11,93;6,04;7,55;6,94;7,87;14,04;6,52;7,5;69;20122
1867;"INSTITUCION EDUCATIVA LA PAZ";5266;"ENVIGADO";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";51,83;47,15;46,88;48,97;43,94;50,06;50,51;46,93;11,11;6,03;7,12;6,43;7,54;10,5;6,25;8,24;179;20122
1875;"INSTITUCION EDUCATIVA LEON XIII";5541;"PEÑOL";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";48,42;46,83;45,16;46,5;44,45;45,91;48,69;47,27;10,74;5,61;7,27;6,8;6,75;8,16;5,98;8,05;118;20122
1883;"INSTITUCION EDUCATIVA MANUEL URIBE ANGEL";5266;"ENVIGADO";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";46,06;43,5;45,28;45,78;40,03;45,99;48,11;44,73;11,08;6,18;6,78;7,56;9,08;11,9;6,79;9;159;20122
1891;"LICEO FRANCISCO RESTREPO MOLINA MIXTO";5266;"ENVIGADO";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";52,58;50,31;48,1;50,06;43,23;52,41;51,84;49,92;12,19;6,3;7,28;7,92;8,02;11,39;6,38;8,49;194;20122
1909;"ESCUELA NORMAL SUPERIOR DE ENVIGADO";5266;"ENVIGADO";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";53,39;49,06;47,2;49,37;45,78;52,9;52,81;50,44;12,71;6,71;8,76;8,74;7,47;12,58;6,36;7,64;178;20122
1917;"ESCUELA NORMAL MARIANO OSPINA RODRIGUEZ";5282;"FREDONIA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";42,54;42,19;42,72;41,79;39,42;40,88;45,2;41,31;8,92;5,08;5,68;6,89;8,54;5,2;6,34;8,03;85;20122
1925;"INSTITUCION EDUCATIVA  EFE GOMEZ";5282;"FREDONIA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";45,94;43,38;42,96;43,66;37,96;43,45;45,81;41,6;10,94;6,7;6,53;8,22;7,77;7,96;6;8,98;53;20122
1933;"ESCUELA NORMAL PEDRO ANTONIO ELEJALDE";5284;"FRONTINO";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";43,57;44,06;42,98;44,52;38,8;40,69;45,11;42,62;9,54;5,17;7,99;6,83;7,45;7,08;6,52;7,93;65;20122
1958;"INSTITUCION EDUCATIVA MANUEL JOSE SIERRA";5308;"GIRARDOTA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";41,74;43,22;42,12;42,61;39,83;41,4;44,43;41,38;9,44;5,25;7,12;6,47;8,82;7,04;5,7;7,82;114;20122
1966;"INSTITUCION EDUCATIVA GOMEZ PLATA";5310;"GOMEZ PLATA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";46,14;46,7;44,65;48,58;41,84;42,58;47,47;46,86;10,4;5,05;6,57;8,34;7,78;7,01;5,73;7,67;43;20122
1974;"INSTITUCION EDUCATIVA JORGE ALBERTO GOMEZ GOMEZ";5313;"GRANADA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";48,83;46,4;44,23;47,35;42,54;42,23;48,27;47,15;10,08;4,21;6,69;8,34;6,34;4,55;5,28;6,74;48;20122
1982;"INSTITUCION EDUCATIVA SANTO TOMAS DE AQUINO";5318;"GUARNE";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";49,48;47,34;44,92;47,2;40,96;47,48;48,14;45,47;10,65;6,42;7,36;6,66;8,62;9,11;6,81;8,16;119;20122
2006;"COLEGIO EL ROSARIO";5360;"ITAGUI";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";45,43;46,28;46,3;46,59;42,09;47,26;48,46;46,26;10,51;5,76;6,77;7,85;7,86;10,78;5,97;7,95;46;20122
2014;"COLEGIO LA INMACULADA";5360;"ITAGUI";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";56,78;51,51;49,2;52,98;49,89;60,91;55,13;53,87;11,69;6;8,2;6,67;8,45;13,36;6,09;8,43;45;20122
2022;"COLEGIO SAN JUAN EUDES";5001;"MEDELLIN";"ANTIOQUIA";"A";"NO OFICIAL";"MAÑANA";51,07;46,2;45,93;47,13;43,4;54,27;50,27;49,53;10;5,98;7,56;7,99;10,39;15,33;5,23;9,59;15;20122
2048;"INSTITUTO CRISTO REY";5360;"ITAGUI";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";49,12;47,03;45,9;48,46;43,49;51,09;51,73;47,87;9,86;6,45;6,85;6,82;6,51;10,99;6,13;8,3;67;20122
2055;"INSTITUCION EDUCATIVA CONCEJO MUNICIPAL";5360;"ITAGUI";"ANTIOQUIA";"A";"OFICIAL";"TARDE";50,41;50,59;47,42;47,34;44,38;51,17;50,92;50,7;11,49;5,35;7,72;7,63;7,82;9,7;6,15;7,8;197;20122
2063;"INSTITUCION EDUCATIVA SAN JOSE";5360;"ITAGUI";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";52,99;50,7;49,5;49,99;44,88;50,11;52,52;52,54;9,24;5,46;6,88;7,15;7,16;9,74;5,58;7,5;149;20122
2071;"LICEO DEPARTAMENTAL INTEGRADO ENRIQUE VELEZ ESCOBAR";5360;"ITAGUI";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";48,13;46,02;44,56;47,27;42,47;46,75;48,69;47,75;11,39;6,12;8;7,7;8,37;9,34;6,32;8,85;126;20122
2097;"LICEO DEPARTAMENTAL PEDRO NEL OSPINA";5361;"ITUANGO";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";43,8;41,66;41,66;41,88;36,82;38,26;43,14;41,01;8,56;4,16;6,84;6,25;8,52;5,19;6,32;7,06;121;20122
2105;"LICEO DEPARTAMENTAL INTEGRADO SAN ANTONIO";5364;"JARDIN";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";48,68;46,2;45,17;48,11;40,56;44,02;48,7;46,78;10,17;6,7;7,3;7,45;8,85;8,03;5,97;9,06;105;20122
2147;"COLEGIO MARIA AUXILIADORA";5376;"LA CEJA";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";57,45;53,06;50,81;52,19;47,55;57,19;54,42;54;10,01;4,67;6,96;6,71;5,89;9,02;4,62;8,06;31;20122
2154;"COLEGIO SALESIANO SANTO DOMINGO SAVIO";5376;"LA CEJA";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";55,93;49,5;47,03;49,75;46,78;55,08;53,4;53,65;11,04;5,83;7,08;8,18;5,42;11,26;6,38;7,71;40;20122
2170;"INSTITUCION EDUCATIVA BERNARDO URIBE LONDOÑO";5376;"LA CEJA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";48,65;46,76;43,67;46,1;39,14;43,58;46,51;44,05;11,22;6,52;6,83;6,51;9;7,03;6,29;7,68;105;20122
2188;"COLEGIO DE LA PRESENTACION";5380;"LA ESTRELLA";"ANTIOQUIA";"A";"NO OFICIAL";"MAÑANA";49,16;49,36;46,12;48,52;45,64;57,28;54;50,68;8,68;4,14;5,95;5,42;6,03;8,88;6,06;5,61;25;20122
2196;"INSTITUCION EDUCATIVA BERNARDO ARANGO MACIAS";5380;"LA ESTRELLA";"ANTIOQUIA";"A";"OFICIAL";"TARDE";45,56;44,09;43,09;46,05;41,54;41,7;47,67;43,75;10,73;5,58;6,68;6,14;7,21;7,51;5,96;9,16;138;20122
2204;"COLEGIO DIVINO SALVADOR";5380;"LA ESTRELLA";"ANTIOQUIA";"A";"NO OFICIAL";"MAÑANA";43,6;43,83;43,85;49,58;39,05;47,63;47,4;45,3;12,37;6,54;7,23;7,48;9,13;12,08;7,44;8,92;40;20122
2220;"INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS";5411;"LIBORINA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";44,02;43,22;42,16;43,5;39,24;40,28;46,76;42,96;10,16;5,23;7,2;7,62;8,18;6,02;6,39;8,34;50;20122
2253;"INSTITUCION EDUCATIVA FILIBERTO RESTREPO SIERRA";5425;"MACEO";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";44,63;45,59;44,9;44,76;41,37;43,51;46,88;44,46;10,6;5,98;8,02;6,8;7,3;7,73;6,28;9,84;41;20122
2261;"COLEGIO NACIONAL SAN JOSE";5440;"MARINILLA";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";49,89;46,77;43,56;47,15;43,83;47,25;46,93;46,32;10,29;5,45;6,46;7,34;6,33;9,11;5,95;9,11;71;20122
2279;"INSTITUCION EDUCATIVA TECNICO INDUSTRIAL SIMONA DUQUE";5440;"MARINILLA";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";49,06;45,95;44,62;45,67;43,19;46,79;48,17;46,94;11,39;5,49;8,29;7,54;9,02;8,42;6,92;9,05;130;20122
2287;"INDEM MONSEÑOR EMILIO BOTERO GONZALEZ";5440;"MARINILLA";"ANTIOQUIA";"A";"OFICIAL";"NOCHE";40,61;41,21;41,76;39,76;34,36;37,21;41,61;38,55;10,71;4,12;7,87;5,74;7,45;5,81;5,04;6,6;33;20122
2295;"INSTITUCION EDUCATIVA NORMAL SUPERIOR RAFAEL MARIA GIRALDO";5440;"MARINILLA";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";48,37;47,04;44,63;48,77;43,1;50,42;49,81;48,17;10,52;6,07;8,03;8,23;9,14;11,68;7,09;9,3;156;20122
2303;"COLEGIO MARIANO J. VILLEGAS";5467;"MONTEBELLO";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";40,44;42,58;41,85;42,15;37,91;40,22;43,44;40,25;9,73;4,15;5,78;6,71;10,74;6,89;5,38;7,83;55;20122
2311;"LICEO DEPARTAMENTAL INTEGRADO INMACULADA CONCEPCION";5483;"NARIÑO";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";43,75;43,2;41,35;41,75;40,6;39,5;43,1;42,85;10,15;4,61;5,82;6,61;6,75;3,83;5,22;9,35;20;20122
2329;"INSTITUCION EDUCATIVA EL SALVADOR";5576;"PUEBLORRICO";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";44,81;45,16;42,46;44,49;39,89;41,89;46,22;43,84;7,1;5,83;6,42;8,47;7,9;6,61;5,72;9,92;37;20122
2337;"INSTITUCION EDUCATIVA  ANTONIO NARIÑO";5579;"PUERTO BERRIO";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";40,78;41,18;41,37;40,8;35,08;38,01;42,37;37,96;8,75;4,47;6,66;6,65;8,67;5,82;6,15;9,03;278;20122
2352;"LICEO DEPARTAMENTAL IGNACIO YEPES YEPES";5604;"REMEDIOS";"ANTIOQUIA";"A";"OFICIAL";"TARDE";42,63;42,68;43,53;41,67;36,27;38,91;44,36;40,74;9,53;4,83;7,09;6,76;8,49;6,34;7,18;7,97;96;20122
2360;"COLEGIO DE LA PRESENTACION DE RIONEGRO";5615;"RIONEGRO";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";53,15;49,07;46,29;49,87;44,77;57,87;52,89;50,51;10,48;4,54;7,1;6,62;7,99;11,07;5,99;7,48;75;20122
2378;"INSTITUCION EDUCATIVA TECNICO INDUSTRIAL SANTIAGO DE ARMA";5615;"RIONEGRO";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";53,68;51,65;47,42;48,65;43,86;49,06;48,1;49,39;12,73;7,12;8,29;7,03;7,15;9,26;6,55;8,38;125;20122
2402;"INSTITUCION EDUCATIVA JOSEFINA MUÑOZ GONZALEZ";5615;"RIONEGRO";"ANTIOQUIA";"A";"OFICIAL";"TARDE";47,6;47,34;45,9;46,97;42,44;49,04;48,95;48,31;9,23;5,52;6,49;7,41;7,83;8,94;5,89;8,46;228;20122
2410;"INSTITUCION EDUCATIVA JOSE MARIA CORDOBA";5615;"RIONEGRO";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";47,98;46,34;43,63;46,81;41,76;43,63;48,24;45,02;11,07;5,72;9;7,84;7,59;7,64;6,32;8,27;86;20122
2428;"COLEGIO EL CARMELO";5631;"SABANETA";"ANTIOQUIA";"A";"NO OFICIAL";"MAÑANA";55,84;51,61;48,37;52,6;46,7;59,19;54,12;52,66;10,03;5,29;8,07;7,54;6,85;13,48;6,86;7,73;90;20122
2436;"COLEGIO PADRE RAMON ARCILA RAMIREZ";5631;"SABANETA";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";47,28;47,15;45,96;48,28;44,42;46,83;51,04;47,02;9,43;5,39;7,23;6,12;8,07;8,46;6,08;7,09;53;20122
2451;"ASPAEN GIMNASIO LOS ALCAZARES";5631;"SABANETA";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";71,41;58,76;58,15;60,59;51,65;78,94;57,68;60,18;10,49;6,12;7,21;8,24;7,55;10,29;6,23;5,83;34;20122
2469;"INSTITUCION EDUCATIVA JOSE FELIX DE RESTREPO VELEZ";5631;"SABANETA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";48,64;45,64;45,81;46,91;42,08;45,4;49,1;47,92;10,92;6,5;8,47;6,72;8,09;9,33;6,61;8,02;96;20122
2477;"INSTITUCION EDUCATIVA JULIO RESTREPO";5642;"SALGAR";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";43,98;44,74;42,87;42,09;41,04;41,34;45,98;44;8,71;4,38;8,04;7,34;7,14;5,76;6,47;6,25;47;20122
2485;"LICEO DEPARTAMENTAL INTEGRADO JUAN XXIII";5647;"SAN ANDRES";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";45,23;44,05;42,98;43,93;38,64;40,64;44,68;43,48;9,75;5,65;5,66;6,23;8,58;5,69;6,6;9,37;44;20122
2493;"INSTITUCION EDUCATIVA JOAQUIN CARDENAS GOMEZ";5649;"SAN CARLOS";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";43,15;43,8;41,96;43,26;38,33;41,04;44,44;42,09;9,68;4,86;8,97;7,43;6,85;6,63;5,74;7,56;81;20122
2501;"ESCUELA NORMAL SUPERIOR GENOVEVA DIAZ";5656;"SAN JERONIMO";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";43,48;42,93;42,27;41,68;37;42,16;43,14;41,88;9,93;4,37;7,1;8,35;9,22;7,32;7,15;7,45;91;20122
2519;"COLEGIO FRANCISCO ABEL GALLEGO";5658;"SAN JOSE DE LA MONTAÑA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";46,32;43,44;42,49;44,61;39,63;39,07;45,1;42,12;8,68;4,93;6,24;6,95;7,47;6;6,15;8,11;41;20122
2527;"LICEO DEPARTAMENTAL SAN LUIS";5660;"SAN LUIS";"ANTIOQUIA";"A";"OFICIAL";"TARDE";46,06;44,4;44,4;44,5;42,58;43,67;46,27;42,83;8,8;5,86;6,03;6,91;6,41;6,05;6,18;8,99;52;20122
2535;"INSTITUCION EDUCATIVA PIO XII";5664;"SAN PEDRO";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";45,62;45,71;43,19;45,09;38,61;41,75;45,81;42,86;9,54;5,22;7,07;7,07;7,48;6,57;6,48;8,24;149;20122
2543;"INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SEÑOR DE LOS MILAGROS";5664;"SAN PEDRO";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";47,85;46,19;45,29;47,21;42,48;43,21;48,92;46,1;8,93;5,83;6,84;6,63;10,2;8,01;7,91;9,39;48;20122
2568;"INSTITUCION EDUCATIVA SAN RAFAEL";5667;"SAN RAFAEL";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";43,1;42,29;41,09;42,6;37,62;41,6;44,7;41,58;8,53;4,47;7,61;6,97;8,39;7,07;6,06;7,2;90;20122
2576;"INSTITUCION EDUCATIVA PRESBITERO ABRAHAM JARAMILLO";5670;"SAN ROQUE";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";42,91;41,72;41,72;45,28;41,23;39,26;45,4;44,87;7,78;7,8;6,69;7,46;7,65;5,33;5,72;7,57;47;20122
2618;"COLEGIO CARDENAL ANIBAL MUÑOZ DUQUE";5686;"SANTA ROSA DE OSOS";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";43,63;44,17;42,67;44,4;40,11;40,05;46,18;42,66;8,86;5,11;6,48;7,14;8,3;7,62;6,32;8,46;140;20122
2626;"INSTITUCION EDUCATIVA RURAL MONSEÑOR MIGUEL ANGEL BUILES";5686;"SANTA ROSA DE OSOS";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";45,96;47,31;39,96;44,77;38,85;41;45,62;43,23;8,98;5,92;6,52;7,89;9,18;6,24;6,91;10,11;26;20122
2634;"INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR PEDRO JUSTO BERRIO";5686;"SANTA ROSA DE OSOS";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";51,48;47,69;44,04;47,99;44,38;53,35;50,14;47,38;11,2;6,22;9,23;6,64;7,37;12,27;6,06;7,74;71;20122
2659;"INSTITUCION EDUCATIVA TOMAS CARRASQUILLA";5690;"SANTO DOMINGO";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";46,35;46,74;43,91;45,78;41,87;42,78;46;44,61;10,29;5,44;7,21;6,8;5,38;6,54;7,99;8,74;23;20122
2675;"INSTITUCION EDUCATIVA PRESBITERO LUIS RODOLFO GOMEZ";5697;"SANTUARIO";"ANTIOQUIA";"A";"OFICIAL";"TARDE";45,12;42,96;41,82;45,24;39,8;45,19;46,51;43,68;9,14;5,96;8,03;5,85;7,79;7,85;6,1;8,58;161;20122
2683;"COLEGIO MARIA AUXILIADORA DE EL SANTUARIO";5697;"SANTUARIO";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";47,6;47,31;45,95;47,31;44,52;47,31;50,05;47,17;8,62;5,7;8,87;6,68;10,25;8,97;8,25;10,09;42;20122
2691;"COLEGIO LIBORIO BATALLER";5736;"SEGOVIA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";41,43;40,88;41,53;40,25;33,18;37,82;41,95;36,23;8,94;4,32;6,71;6,77;9,71;5,94;5,96;8,71;142;20122
2717;"INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO ALVAREZ RESTREPO";5756;"SONSON";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";48,24;44,85;43,58;45,18;40,75;41,25;45,84;44,67;8,74;5,84;6,91;7,74;9,47;5,28;6,9;8,49;55;20122
2733;"INSTITUCION EDUCATIVA BRAULIO MEJIA";5756;"SONSON";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";42,77;42,23;41,89;42,89;39,2;41;46,06;41,8;8,93;5,75;6,18;6,64;7,95;6,29;6;6,94;35;20122
2741;"INSTITUCION EDUCATIVA TÉCNICO AGROPECUARIO Y EN SALUD DE SONSON";5756;"SONSON";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";45,3;44,32;42,38;44,4;38,44;41,26;45,74;44,06;8,25;4,32;5,78;7,59;8,21;5,88;6,34;6,57;50;20122
2766;"INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SANTA TERESITA";5761;"SOPETRAN";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";43,05;44,23;42,26;43,3;37,62;40,19;45,29;41,03;8,69;5,21;6,98;6,64;8,1;5,17;5,88;8,47;99;20122
